id,player_id,pff_player_id,player_name,team_name,position,season,current_primary_grade
9be23c5b-da1c-4d41-83b6-0093e309cc3d,761528e3-2bc4-4974-8405-3d91bb9f11bd,-702130257,Bo Blanchard,,OL,2025,
1a27c0d7-6fb6-4c12-a71d-77c7af2bdfa0,34316e2f-f11a-49a1-a762-b73a04e9ba37,-76925419,Broderick Shull,Auburn,OL,2025,
76a3afc7-74d1-4389-a45b-37c1b80857f9,ab7f6d59-b311-438b-a515-7bce61e4e302,-192861396,Cal Grubbs,Liberty,OL,2025,
b264023c-fa12-4f70-bf4f-cba67d8e0f5d,f7b3ae1a-89db-44da-9ec7-fbd2e6c4f1d2,-291429617,Cooper Lovelace,Colorado,OL,2025,
ddc1f245-bec6-4a43-bcbd-d4c5b84d3266,4b2b1707-d9fd-4b3f-a1c8-6ddacc7db2ac,-333451771,Daniel Mincey,UAB,OL,2025,
7c492a49-295a-49ee-9e53-34ac088b4a28,6398e8de-8d50-4c5f-9dd6-787618a5a915,-1138346280,Denell Nix,App State,OL,2025,
5adbd01a-7e46-4bee-bed0-b58a3c6cf2ff,1faf280f-e217-4546-ae39-effc045a87f3,-1535477059,Derek Jensen,Iowa State,OL,2025,
8a628ff2-c57c-4023-82ea-17b08868897a,a568ef1b-6a1d-4d79-9b6f-8d2b4fc9d330,-44563442,Desmond Jackson,,OL,2025,
1059b6f0-a33b-4b3b-9f46-94947787c027,961c0c5b-b136-46cc-bc98-b91e025a8071,-1092057406,George Silva,,OL,2025,
fa41d97e-d214-4cd9-b5e7-4970a7a48516,5b73ef50-78fe-45ff-815a-8d40ab82ed87,-717436094,Greg Klingensmith,William & Mary,OL,2025,
2c8a03e1-e9e4-4de3-a646-1ece34ef70ca,d3f623de-8900-40b1-bea2-189fd00cba61,-1802007202,Henry Harden,Marshall,OL,2025,
f8b8596b-840e-42d8-a000-5ba1e9715eae,112bc6b4-bb7d-448e-89c8-8d2981bc7ca8,-1500003450,Hunter Albright,,OL,2025,
566687c9-7fdf-4d2c-9ac9-7d1466e47f14,527027c4-6be9-4538-9d97-7d9ce5288840,-1323104238,Isaac Rue,,OL,2025,
5a08b94a-6d9c-42a9-95bc-e65f1ae7c4e5,eab746bd-e5a2-42e8-b1d1-a351dc9b5ab9,-1127311671,Jack Hasz,,OL,2025,
de2097d3-d86c-47bd-aef1-17a065249812,fbb24023-a12e-4207-99e5-2044e5e9c00b,-1167178976,Jacob Hohenshelt,James Madison,OL,2025,
aa465e0e-434e-46c7-9f10-1d47221dc432,0581b00f-e7eb-411c-9005-fe5c49981a8b,-484947741,Jakiah Leftwich,,OL,2025,
0c5b1d87-f22a-42a2-bc9c-fb2996dd2d1b,985978ba-2a15-490e-b2ad-aa976035c9dc,-174834327,KJ McCou,Tennessee State,OL,2025,
d3e78675-d0ab-4d69-9a54-87b772d32ca6,f8754cad-de9e-4eae-bbb7-1752f18a4b8e,-1718670208,Kyndall McKenzie,Memphis,OL,2025,
f26afa54-f6ec-4141-839f-8b7b8b8b6ff8,caf987a8-05d0-4114-83d5-6109bd19e8ff,-146183765,Marko Luera,New Mexico,OL,2025,
333696d8-7a21-471c-aa88-14c69a85c885,210ec89d-930d-42a8-8fa4-8d7b692748ab,-1469127045,Mason Chorak,UAB,OL,2025,
ddcb9c33-53ab-4605-9535-8d78fe46d090,b2375c3c-dee1-4356-b213-2ddb3191b6fa,-152650980,Mathyus Su'a,,OL,2025,
ecd625b6-bf29-4df6-ae61-66e13dfd3542,bfedefa7-2506-4aac-8e4f-4ce0739369d1,-1173230799,Maysan Neubauer,,OL,2025,
24f52c64-9299-4fcc-85a4-af421afccf8a,14eec35f-e472-4e81-b832-a900337b923a,-713269255,Mitch Verstegen,Indiana,OL,2025,
ede199b7-622e-4680-9ed3-df58224f0fd5,af1e2cbb-20c7-4122-b3d3-498851ef6418,-1913295016,Ni Mansell,South Alabama,OL,2025,
